dbid,Name
DB00855," Levulan Kerastick
"
DB00855,"5-Aminolevulinic acid
"
DB00855," ALA
"
DB00855," Aminolevulinate
"
DB00855," delta-Aminolevulinic acid
"
DB00885,"Pemirolast
"
DB00885,"Alamast
"
DB00885,"Pemirolast Potassium
"
DB00885," Pemirolastum 
"
DB00885," Pemiroplast Potassium
"
DB00557,"Hydroxyzine
"
DB00557,"Alamon
"
DB00557," Atara
"
DB00557," Atarax
"
DB00557," Ataraxoid
"
DB00557," Atarazoid
"
DB00557," Atarox
"
DB00557," Atazina
"
DB00557," Aterax
"
DB00557," Deinait
"
DB00557," Durrax
"
DB00557," Fenarol
"
DB00557," Hy-Pam 25
"
DB00557," Hychotine
"
DB00557," Masmoran
"
DB00557," Neo-Calma
"
DB00557," Neurozina
"
DB00557," Nevrolaks
"
DB00557," Orgatrax
"
DB00557," Pamazone
"
DB00557," Paxistil
"
DB00557," Placidol
"
DB00557," Plaxidol
"
DB00557," Quiess
"
DB00557," Tran-Q
"
DB00557," Tranquizine
"
DB00557," Traquizine
"
DB00557," Vesparaz-Wirkstoff
"
DB00557," Vistaril
"
DB00557," Vistaril Pamoate
"
DB00557," Vistazine
"
DB00557,"Hidroxizina 
"
DB00557," Hydroksyzyny 
"
DB00557," Hydroxine
"
DB00557," Hydroxizine
"
DB00557," Hydroxizinum
"
DB00557," Hydroxycine
"
DB00557," Hydroxyzin
"
DB00557," Hydroxyzine Base
"
DB00557," Hydroxyzine Hcl
"
DB00557," Hydroxyzine Pamoate
"
DB00557," Hydroxyzinum 
"
DB00557," Hydroxyzyne
"
DB00557," Idrossizina 
"
DB01113,"Papaverine
"
DB01113,"Alapav
"
DB01113," Artegodan
"
DB01113," Cardiospan
"
DB01113," Cardoverina
"
DB01113," Cepaverin
"
DB01113," Cerebid
"
DB01113," Cerespan
"
DB01113," Delapav
"
DB01113," Dilaves
"
DB01113," Dispamil
"
DB01113," Drapavel
"
DB01113," Durapav
"
DB01113," Dynovas
"
DB01113," Forpavin
"
DB01113," Genabid
"
DB01113," Myobid
"
DB01113," Optenyl
"
DB01113," Pameion
"
DB01113," Pamelon
"
DB01113," Panergon
"
DB01113," Pap H
"
DB01113," Papacon
"
DB01113," Papalease
"
DB01113," Papanerin
"
DB01113," Papanerin-Hcl
"
DB01113," Papanerine
"
DB01113," Papaversan
"
DB01113," Papital T.R.
"
DB01113," Paptial T.R.
"
DB01113," Pavabid
"
DB01113," Pavabid Hp
"
DB01113," Pavacap
"
DB01113," Pavacels
"
DB01113," Pavacen
"
DB01113," Pavacot
"
DB01113," Pavadel
"
DB01113," Pavagen
"
DB01113," Pavakey
"
DB01113," Pavarine
"
DB01113," Pavased
"
DB01113," Pavatest
"
DB01113," Pavatine
"
DB01113," Pavatym
"
DB01113," Paverolan
"
DB01113," Paveron
"
DB01113," Pavnell
"
DB01113," Qua Bid
"
DB01113," Ro-Papav
"
DB01113," Robaxapap
"
DB01113," Spasmo-Nit
"
DB01113," Therapav
"
DB01113," Vasal
"
DB01113," Vaso-Pav
"
DB01113,"Chlorhydrate de Papaverine
"
DB01113," Papavarine Chlorhydrate
"
DB01113," Papaverin
"
DB01113," Papaverine Chlorohydrate
"
DB01113," Papaverine Hcl
"
DB01113," Papaverine Hydrochloride
"
DB01113," Papaverine Monohydrochloride
"
DB01113," Papaverinium Chloride
"
DB06711,"Naphazoline
"
DB06711,"Albalon
"
DB00634,"Sulfacetamide
"
DB00634,"Albamine
"
DB00634," Albucid
"
DB00634," Alesten
"
DB00634," Bleph-10
"
DB00634," I-Sulfacet
"
DB00634," Klaron
"
DB00634," Oclucid
"
DB00634," Ocusulf-10
"
DB00634," Op-Sulfa 30
"
DB00634," Ophthacet
"
DB00634," Ophthel-S
"
DB00634," Ovace
"
DB00634," Region
"
DB00634," Sebizon
"
DB00634," Steramide
"
DB00634," Sulamyd
"
DB00634," Sulf-10
"
DB00634," Sulf-15
"
DB00634," Sulfacel-15
"
DB00634," Sulfacet
"
DB00634," Sulfair
"
DB00634," Sulfair Forte
"
DB00634," Sulfex
"
DB00634," Sulphasil
"
DB00634," Sulten-10
"
DB00634," Sultrin
"
DB00634,"Acetosulfamine
"
DB00634," N-Acetylsulfanilamide
"
DB00634," N-Sulfanilylacetamide
"
DB00634," N-Sulphanilylacetamide
"
DB00634," p-Aminobenzenesulfonacetamide
"
DB00634," Sulphacetamide
"
DB01051,"Novobiocin
"
DB01051,"Albamix
"
DB01051," Albamycin
"
DB01051," Cardelmycin
"
DB01051," Cathocin
"
DB01051," Cathomycin
"
DB01051," Inamycin
"
DB01051," Novo-R
"
DB01051," Robiocina
"
DB01051," Sirbiocina
"
DB01051," Spheromycin
"
DB01051," Stilbiocina
"
DB01051," Streptonivicin
"
DB01051,"Antibiotic Pa-93
"
DB01051," Crystallinic Acid
"
DB01051," NOV
"
DB01051," Novobiocina 
"
DB01051," Novobiocine 
"
DB01051," Novobiocinum 
"
DB01489,"Camazepam
"
DB01489,"Albego
"
DB01489," Limpidon
"
DB01489," Paxor 
"
DB01489,"CMZ
"
DB01489," CZ
"
DB00518,"Albendazole
"
DB00518,"Albenza
"
DB00518," Eskazole
"
DB00518," Valbazen
"
DB00518," Zentel
"
DB00598,"Labetalol
"
DB00598,"Albetol
"
DB00598," Ibidomide
"
DB00598," Normodyne
"
DB00598," Presdate
"
DB00598," Trandate
"
DB00598,"Labetalol HCL
"
DB00598," Labetalol hydrochloride
"
DB00598," Labetalolum 
"
DB00598," Labetolol
"
DB00259,"Sulfanilamide
"
DB00259,"Albexan
"
DB00259," Albosal
"
DB00259," Ambeside
"
DB00259," Antistrept
"
DB00259," Astreptine
"
DB00259," Astrocid
"
DB00259," AVC
"
DB00259," Bacteramid
"
DB00259," Bactesid
"
DB00259," Collomide
"
DB00259," Colsulanyde
"
DB00259," Copticide
"
DB00259," Deseptyl
"
DB00259," Desseptyl
"
DB00259," Dipron
"
DB00259," Ergaseptine
"
DB00259," Erysipan
"
DB00259," Estreptocida
"
DB00259," Exoseptoplix
"
DB00259," Fourneau 1162
"
DB00259," Gerison
"
DB00259," Gombardol
"
DB00259," HSDB 223
"
DB00259," Infepan
"
DB00259," Lusil
"
DB00259," Lysococcine
"
DB00259," Neococcyl
"
DB00259," Orgaseptine
"
DB00259," Prontalbin
"
DB00259," Prontosil Album
"
DB00259," Prontosil I
"
DB00259," Prontosil White
"
DB00259," Prontylin
"
DB00259," Pronzin Album
"
DB00259," Proseptal
"
DB00259," Proseptine
"
DB00259," Proseptol
"
DB00259," Pysococcine
"
DB00259," Rubiazol A
"
DB00259," Sanamid
"
DB00259," Septamide Album
"
DB00259," Septanilam
"
DB00259," Septinal
"
DB00259," Septolix
"
DB00259," Septoplex
"
DB00259," Septoplix
"
DB00259," Stopton Album
"
DB00259," Stramid
"
DB00259," Strepamide
"
DB00259," Strepsan
"
DB00259," Streptagol
"
DB00259," Streptamid
"
DB00259," Streptamin
"
DB00259," Streptasol
"
DB00259," Streptocid
"
DB00259," Streptocid Album
"
DB00259," Streptocide
"
DB00259," Streptocide White
"
DB00259," Streptocidum
"
DB00259," Streptoclase
"
DB00259," Streptocom
"
DB00259," Streptol
"
DB00259," Strepton
"
DB00259," Streptopan
"
DB00259," Streptosil
"
DB00259," Streptozol
"
DB00259," Streptozone
"
DB00259," Streptrocide
"
DB00259," Sulfamidyl
"
DB00259," Sulfamine
"
DB00259," Sulfana
"
DB00259," Sulfanalone
"
DB00259," Sulfanidyl
"
DB00259," Sulfanil
"
DB00259," Sulfanilamide Vaginal Cream
"
DB00259," Sulfocidin
"
DB00259," Sulfocidine
"
DB00259," Sulfonamide
"
DB00259," Sulfonamide P
"
DB00259," Sulphanilamide Extra Pure
"
DB00259," Sulphanilamide Gr
"
DB00259," Therapol
"
DB00259," Tolder
"
DB00259," White Streptocide
"
DB00259,"P-Aminobenzenesulfamide
"
DB00259," P-Aminobenzenesulfonamide
"
DB00259," P-Aminobenzenesulfonylamide
"
DB00259," P-Aminobenzensulfonamide
"
DB00259," P-Aminophenylsulfonamide
"
DB00259," P-Anilinesulfonamide
"
DB00259," P-Sulfamidoaniline
"
DB00259," P-Sulfamoylaniline
"
DB00259," PABS
"
DB00259," Sulfanilimidic Acid
"
DB00259," Sulfonylamide
"
DB00259," Sulphanilamide
"
DB00259," Sulphonamide
"
DB00829,"Diazepam
"
DB00829,"Alboral
"
DB00829," Aliseum
"
DB00829," Alupram
"
DB00829," Amiprol
"
DB00829," An-Ding
"
DB00829," Ansiolin
"
DB00829," Ansiolisina
"
DB00829," Apaurin
"
DB00829," Apo-Diazepam
"
DB00829," Apozepam
"
DB00829," Armonil
"
DB00829," Assival
"
DB00829," Atensine
"
DB00829," Atilen
"
DB00829," Bensedin
"
DB00829," Bialzepam
"
DB00829," Calmocitene
"
DB00829," Calmpose
"
DB00829," Cercine
"
DB00829," Ceregulart
"
DB00829," Condition
"
DB00829," Diacepan
"
DB00829," Dialag
"
DB00829," Dialar
"
DB00829," Diapam
"
DB00829," Diastat
"
DB00829," Diazemuls
"
DB00829," Diazemulus
"
DB00829," Diazepam Intensol
"
DB00829," Diazepan
"
DB00829," Diazetard
"
DB00829," Dienpax
"
DB00829," Dipam
"
DB00829," Dipezona
"
DB00829," Dizac
"
DB00829," Domalium
"
DB00829," Duksen
"
DB00829," Duxen
"
DB00829," E-Pam
"
DB00829," Eridan
"
DB00829," Eurosan
"
DB00829," Evacalm
"
DB00829," Faustan
"
DB00829," Faustan.
"
DB00829," Freudal
"
DB00829," Frustan
"
DB00829," Gewacalm
"
DB00829," Gihitan
"
DB00829," Kabivitrum
"
DB00829," Kiatrium
"
DB00829," LA III
"
DB00829," La-Iii
"
DB00829," Lamra
"
DB00829," Lembrol
"
DB00829," Levium
"
DB00829," Liberetas
"
DB00829," Mandrozep
"
DB00829," Morosan
"
DB00829," Neurolytril
"
DB00829," Noan
"
DB00829," Novazam
"
DB00829," Novo-Dipam
"
DB00829," Paceum
"
DB00829," Paranten
"
DB00829," Paxate
"
DB00829," Paxel
"
DB00829," Plidan
"
DB00829," Pms-Diazepam
"
DB00829," Pro-Pam
"
DB00829," Q-Pam
"
DB00829," Q-Pam Relanium
"
DB00829," Quetinil
"
DB00829," Quiatril
"
DB00829," Quievita
"
DB00829," Relaminal
"
DB00829," Relanium
"
DB00829," Renborin
"
DB00829," Ruhsitus
"
DB00829," Saromet
"
DB00829," Sedapam
"
DB00829," Sedipam
"
DB00829," Seduksen
"
DB00829," Seduxen
"
DB00829," Serenack
"
DB00829," Serenamin
"
DB00829," Serenzin
"
DB00829," Servizepam
"
DB00829," Setonil
"
DB00829," Sibazon
"
DB00829," Sibazone
"
DB00829," Solis
"
DB00829," Sonacon
"
DB00829," Stesolid
"
DB00829," Stesolin
"
DB00829," Tensopam
"
DB00829," Tranimul
"
DB00829," Tranqdyn
"
DB00829," Tranquase
"
DB00829," Tranquirit
"
DB00829," Tranquo-Puren
"
DB00829," Tranquo-Tablinen
"
DB00829," Umbrium
"
DB00829," Unisedil
"
DB00829," Usempax Ap
"
DB00829," Valaxona
"
DB00829," Valeo
"
DB00829," Valiquid
"
DB00829," Valitran
"
DB00829," Valium
"
DB00829," Valrelease
"
DB00829," Vatran
"
DB00829," Velium
"
DB00829," Vival
"
DB00829," Vivol
"
DB00829," Zetran
"
DB00829," Zipan
"
DB00829,"Methyldiazepinone
"
DB00062,"Human Serum Albumin
"
DB00062,"Albutein (Alpha Therapeutic Corp)
"
DB00062,"Serum albumin precursor
"
DB00567,"Cephalexin
"
DB00567,"Alcephin
"
DB00567," Alexin
"
DB00567," Alsporin
"
DB00567," Biocef
"
DB00567," Carnosporin
"
DB00567," Cefa-iskia
"
DB00567," Cefablan
"
DB00567," Cefadal
"
DB00567," Cefadin
"
DB00567," Cefadina
"
DB00567," Cefaleksin
"
DB00567," Cefalin
"
DB00567," Cefaloto
"
DB00567," Cefaseptin
"
DB00567," Cefax
"
DB00567," Ceforal
"
DB00567," Cefovit
"
DB00567," Celexin
"
DB00567," Cepastar
"
DB00567," Cepexin
"
DB00567," Cephacillin
"
DB00567," Cephanasten
"
DB00567," Cephaxin
"
DB00567," Cephin
"
DB00567," Cepol
"
DB00567," Ceporex
"
DB00567," Ceporex Forte
"
DB00567," Ceporexin
"
DB00567," Ceporexin-E
"
DB00567," Ceporexine
"
DB00567," Check
"
DB00567," Cophalexin
"
DB00567," Durantel
"
DB00567," Durantel DS
"
DB00567," Ed A-Ceph
"
DB00567," Erocetin
"
DB00567," Factagard
"
DB00567," Felexin
"
DB00567," Fexin
"
DB00567," Ibilex
"
DB00567," Ibrexin
"
DB00567," Inphalex
"
DB00567," Kefalospes
"
DB00567," Keflet
"
DB00567," Keflex
"
DB00567," Kefolan
"
DB00567," Keforal
"
DB00567," Keftab
"
DB00567," Kekrinal
"
DB00567," Kidolex
"
DB00567," L-Keflex
"
DB00567," Lafarine
"
DB00567," Larixin
"
DB00567," Lenocef
"
DB00567," Lexibiotico
"
DB00567," Lonflex
"
DB00567," Lopilexin
"
DB00567," Madlexin
"
DB00567," Mamalexin
"
DB00567," Mamlexin
"
DB00567," Medoxine
"
DB00567," Neokef
"
DB00567," Neolexina
"
DB00567," Novolexin
"
DB00567," Nufex
"
DB00567," Oracef
"
DB00567," Oriphex
"
DB00567," Oroxin
"
DB00567," Ortisporina
"
DB00567," Ospexin
"
DB00567," Palitrex
"
DB00567," Panixine Disperdose
"
DB00567," Pectril
"
DB00567," Pyassan
"
DB00567," Roceph
"
DB00567," Sanaxin
"
DB00567," Sartosona
"
DB00567," Sencephalin
"
DB00567," Sepexin
"
DB00567," Servispor
"
DB00567," Sialexin
"
DB00567," Sinthecillin
"
DB00567," Sporicef
"
DB00567," Sporidex
"
DB00567," Syncl
"
DB00567," Syncle
"
DB00567," Synecl
"
DB00567," Tepaxin
"
DB00567," Tokiolexin
"
DB00567," Uphalexin
"
DB00567," Voxxim
"
DB00567," Winlex
"
DB00567," Zozarine
"
DB00567,"Cefalessina 
"
DB00567," Cefalexin
"
DB00567," Cefalexin Sodium
"
DB00567," Cefalexina 
"
DB00567," Cefalexine 
"
DB00567," Cefalexinum 
"
DB00567," Cephalexin 1-hydrate
"
DB00567," Cephalexin hydrate
"
DB00567," Cephalexin monohydrate
"
DB00567," Cephalexine
"
DB00567," Cephalexinum
"
DB00567," CEX
"
DB00798,"Gentamicin
"
DB00798,"Alcomicin
"
DB00798," Apogen
"
DB00798," Bristagen
"
DB00798," G-Mycin
"
DB00798," G-Myticin
"
DB00798," Garamycin
"
DB00798," Garamycin Otic Solution
"
DB00798," Genoptic Liquifilm
"
DB00798," Genoptic S.O.P.
"
DB00798," Gentacidin
"
DB00798," Gentafair
"
DB00798," Gentak
"
DB00798," Gentamar
"
DB00798," Gentamcin Sulfate
"
DB00798," Jenamicin
"
DB00798," Ocu-Mycin
"
DB00798," Spectro-Genta
"
DB00798," U-gencin
"
DB00342,"Terfenadine
"
DB00342,"Aldaban
"
DB00342," Allerplus
"
DB00342," Cyater
"
DB00342," Seldane
"
DB00342," Teldane
"
DB00342," Teldanex
"
DB00342," Terdin
"
DB00342," Terfex
"
DB00342," Triludan
"
DB00342,"Ternadin
"
DB01145,"Sulfoxone
"
DB01145,"Aldapsone
"
DB01145," Diamidin
"
DB01145," Diason
"
DB01145," Diasone
"
DB01145," Diasone Sodium
"
DB01145," Diasone Sodium Enterab
"
DB01145," Diazon
"
DB01145," Novotrone
"
DB01145,"Adesulfone Sodium
"
DB01145," Aldesulfone Sodium
"
DB01145," Sodium Aldesulphone
"
DB01145," Sodium Sulfoxone
"
DB01145," Sulfoxone Sodium
"
DB00724,"Imiquimod
"
DB00724,"Aldara
"
DB00724,"Imiquimod acetate
"
DB00679,"Thioridazine
"
DB00679,"Aldazine
"
DB00679," Mallorol
"
DB00679," Malloryl
"
DB00679," Meleril
"
DB00679," Mellaril
"
DB00679," Mellaril Hydrochloride
"
DB00679," Mellaril-S
"
DB00679," Mellarit
"
DB00679," Mellerets
"
DB00679," Mellerette
"
DB00679," Melleretten
"
DB00679," Melleril
"
DB00679," Metlaril
"
DB00679," Novoridazine
"
DB00679," Orsanil
"
DB00679," Ridazin
"
DB00679," Ridazine
"
DB00679," Sonapax
"
DB00679," Sonapax Hydrochloride
"
DB00679," Stalleril
"
DB00679," Thioridazine Hcl Intensol
"
DB00679," Thioridazine. Prolongatum
"
DB00679," Tioridazin
"
DB00679,"Thioridazin
"
DB00679," Thioridazine Chloride
"
DB00679," Thioridazine Hcl
"
DB00679," Thioridazine Hydrochloride
"
DB00679," Thoridazine Hydrochloride
"
DB01067,"Glipizide
"
DB01067,"Aldiab
"
DB01067," Digrin
"
DB01067," Dipazide
"
DB01067," Glibenese
"
DB01067," Glibetin
"
DB01067," Glican
"
DB01067," Glide
"
DB01067," Glidiab
"
DB01067," Glipid
"
DB01067," Glipizide Extended-Release Tablets
"
DB01067," Gluco-Rite
"
DB01067," Glucolip
"
DB01067," Glucotrol
"
DB01067," Glucotrol XL
"
DB01067," Glucozide
"
DB01067," Glupitel
"
DB01067," Glupizide
"
DB01067," Glyde
"
DB01067," Melizide
"
DB01067," Metaglip
"
DB01067," Mindiab
"
DB01067," Minidab
"
DB01067," Minidiab
"
DB01067," Minodiab
"
DB01067," Napizide
"
DB01067," Ozidia
"
DB01067," Sucrazide
"
DB01067,"Glipizida 
"
DB01067," Glipizidum 
"
DB01067," Glydiazinamide
"
DB00339,"Pyrazinamide
"
DB00339,"Aldinamid
"
DB00339," Aldinamide
"
DB00339," Braccopiral
"
DB00339," Corsazinmid
"
DB00339," Dipimide
"
DB00339," Eprazin
"
DB00339," Farmizina
"
DB00339," Isopas
"
DB00339," Lynamide
"
DB00339," Novamid
"
DB00339," Pezetamid
"
DB00339," Piraldina
"
DB00339," pms-Pyrazinamide
"
DB00339," Prazina
"
DB00339," Pyrafat
"
DB00339," Pyramide
"
DB00339," Pyrazide
"
DB00339," Pyrazinamide BP 2000
"
DB00339," Rozide
"
DB00339," Tebrazid
"
DB00339," Tebrazio
"
DB00339," Unipyranamide
"
DB00339," Zinamide
"
DB00339," Zinastat
"
DB00339,"Pirazimida
"
DB00339," Pirazinamid
"
DB00339," Pyrazinamdie
"
DB00339," Pyrazine carboxylamide
"
DB00339," Pyrazineamide
"
DB00339," Pyrazinecarboxamide
"
DB00339," Pyrazinecarboxylic acid amide
"
DB00339," Pyrazinoic acid amide
"
DB00339," PZA
"
DB00502,"Haloperidol
"
DB00502,"ALDO
"
DB00502," Aloperidin
"
DB00502," Aloperidol
"
DB00502," Aloperidolo
"
DB00502," Aloperidon
"
DB00502," Apo-Haloperidol
"
DB00502," Bioperidolo
"
DB00502," Brotopon
"
DB00502," Dozic
"
DB00502," Dozix
"
DB00502," Einalon S
"
DB00502," Eukystol
"
DB00502," Galoperidol
"
DB00502," Haldol
"
DB00502," Haldol La
"
DB00502," Haldol Solutab
"
DB00502," Halidol
"
DB00502," Halojust
"
DB00502," Halol
"
DB00502," Halopal
"
DB00502," Haloperido
"
DB00502," Haloperidol Decanoate
"
DB00502," Haloperidol Lactate
"
DB00502," Halopidol
"
DB00502," Halopoidol
"
DB00502," Halosten
"
DB00502," Keselan
"
DB00502," Lealgin Compositum
"
DB00502," Linton
"
DB00502," Mixidol
"
DB00502," Novo-Peridol
"
DB00502," Pekuces
"
DB00502," Peluces
"
DB00502," Peridol
"
DB00502," Pernox
"
DB00502," Pms Haloperidol
"
DB00502," Serenace
"
DB00502," Serenase
"
DB00502," Serenelfi
"
DB00502," Sernas
"
DB00502," Sernel
"
DB00502," Sigaperidol
"
DB00502," Ulcolind
"
DB00502," Uliolind
"
DB00502," Vesalium
"
DB00968,"Methyldopa
"
DB00968,"Aldomet
"
DB00968," Aldometil
"
DB00968," Aldomin
"
DB00968," Aldoril
"
DB00968," Baypresol
"
DB00968," Becanta
"
DB00968," Dopamet
"
DB00968," Dopatec
"
DB00968," Dopegyt
"
DB00968," Grospisk
"
DB00968," Hyperpax
"
DB00968," Hypolag
"
DB00968," Medomet
"
DB00968," Medopa
"
DB00968," Medopal
"
DB00968," Medopren
"
DB00968," Methoplain
"
DB00968," Novomedopa
"
DB00968," Nu-Medopa
"
DB00968," Presinol
"
DB00968," Presolisin
"
DB00968," Sedometil
"
DB00968," Sembrina
"
DB00968,"Alpha medopa
"
DB00968," Alphamethyldopa
"
DB00968," AMD
"
DB00968," L-Methyl Dopa
"
DB00968," —©»_-methyl-L-dopa
"
DB00090,"Laronidase
"
DB00090,"Aldurazyme 
"
DB00090,"Alpha-L-iduronidase precursor
"
DB00833,"Cefaclor
"
DB00833,"Alenfral
"
DB00833," Alfacet
"
DB00833," Alfatil
"
DB00833," Ceclor
"
DB00833," Ceclor CD
"
DB00833," Distaclor
"
DB00833," Kefral
"
DB00833," Panacef
"
DB00833," Panoral
"
DB00833," Raniclor
"
DB00833,"CCL
"
DB00833," Cefaclor anhydrous
"
DB00833," Cefaclorum 
"
DB00833," Cephaclor
"
DB00341,"Cetirizine
"
DB00341,"Alerlisin
"
DB00341," Cetryn
"
DB00341," Formistin
"
DB00341," Hitrizin Film Tablet
"
DB00341," Reactine
"
DB00341," Setir
"
DB00341," Virlix
"
DB00341," Ziptek
"
DB00341," Zirtek
"
DB00341," Zyrlex
"
DB00341," Zyrtec
"
DB00341," Zyrtec Syrup
"
DB00341," Zyrtec-D
"
DB00341,"Cetirizina 
"
DB00341," Cetirizinum 
"
DB00341," Cetrizine Hcl
"
DB00637,"Astemizole
"
DB00637,"Alermizol
"
DB00637," Astemisan
"
DB00637," Astemisol
"
DB00637," Astemison
"
DB00637," Hismanal
"
DB00637," Histamen
"
DB00637," Histaminos
"
DB00637," Histazol
"
DB00637," Kelp
"
DB00637," Laridal
"
DB00637," Metodik
"
DB00637," Nono-Nastizol A
"
DB00637," Paralergin
"
DB00637," Retolen
"
DB00637," Waruzol
"
DB00201,"Caffeine
"
DB00201,"Alert-Pep
"
DB00201," Cafamil
"
DB00201," Cafcit
"
DB00201," Cafecon
"
DB00201," Caffedrine
"
DB00201," Caffine
"
DB00201," Cafipel
"
DB00201," Coffein
"
DB00201," Coffeine
"
DB00201," Dasin
"
DB00201," Dexitac
"
DB00201," DHC Plus
"
DB00201," Diurex
"
DB00201," Durvitan
"
DB00201," Eldiatric C
"
DB00201," Enerjets
"
DB00201," Ercatab
"
DB00201," Fioricet
"
DB00201," Guaranine
"
DB00201," Hycomine
"
DB00201," Keep Alert
"
DB00201," Kofein
"
DB00201," Koffein
"
DB00201," Mateina
"
DB00201," Miudol
"
DB00201," Nix Nap
"
DB00201," No-Doz
"
DB00201," Nodaca
"
DB00201," Norgesic Forte
"
DB00201," Organex
"
DB00201," Pep-Back
"
DB00201," Phensal
"
DB00201," Quick Pep
"
DB00201," Refreshn
"
DB00201," Stim
"
DB00201," Thein
"
DB00201," Theine
"
DB00201," Vivarin
"
DB00201," Wake-Up
"
DB00201," Wigraine
"
DB00201,"Cafeina
"
DB00201," Caffein
"
DB00201," CFF
"
DB00201," Methyltheobromide
"
DB00201," Methyltheobromine
"
DB00201," Theobromine ME
"
DB00201," Theophylline ME
"
DB01075,"Diphenhydramine
"
DB01075,"Aleryl
"
DB01075," Alledryl
"
DB01075," Allerdryl
"
DB01075," Allergan B
"
DB01075," Allergeval
"
DB01075," Allergical
"
DB01075," Allergin
"
DB01075," Allergina
"
DB01075," Allergival
"
DB01075," Allermax Caplets
"
DB01075," Ambodryl
"
DB01075," Amidryl
"
DB01075," Antomin
"
DB01075," Automin
"
DB01075," Bagodryl
"
DB01075," Banophen
"
DB01075," Baramine
"
DB01075," Beldin
"
DB01075," Belix
"
DB01075," Ben-Allergin
"
DB01075," Bena
"
DB01075," Benachlor
"
DB01075," Benadrin
"
DB01075," Benadryl
"
DB01075," Benapon
"
DB01075," Benodin
"
DB01075," Benodine
"
DB01075," Benylan
"
DB01075," Benylin
"
DB01075," Betramin
"
DB01075," Compoz
"
DB01075," Dabylen
"
DB01075," Debendrin
"
DB01075," Dermistina
"
DB01075," Dermodrin
"
DB01075," Desentol
"
DB01075," Diabenyl
"
DB01075," Diabylen
"
DB01075," Dibendrin
"
DB01075," Dibenil
"
DB01075," Dibondrin
"
DB01075," Difedryl
"
DB01075," Dihidral
"
DB01075," Dimedrol
"
DB01075," Dimedryl
"
DB01075," Diphantine
"
DB01075," Diphen
"
DB01075," Diphen Cough
"
DB01075," Diphenhist
"
DB01075," Dormarex 2
"
DB01075," Dryistan
"
DB01075," Drylistan
"
DB01075," Dylamon
"
DB01075," Etanautine
"
DB01075," Genahist
"
DB01075," Histaxin
"
DB01075," Hyadrine
"
DB01075," Hydramine
"
DB01075," Hyrexin
"
DB01075," Ibiodral
"
DB01075," Medidryl
"
DB01075," Mephadryl
"
DB01075," Nausen
"
DB01075," Nervine Nighttime Sleep-Aid
"
DB01075," Novamina
"
DB01075," Nytol Quickcaps
"
DB01075," Nytol Quickgels
"
DB01075," Probedryl
"
DB01075," Restamin
"
DB01075," Rigidil
"
DB01075," Siladryl
"
DB01075," Silphen
"
DB01075," Sleep-Eze D
"
DB01075," Syntedril
"
DB01075," Syntodril
"
DB01075," Twilite Caplets
"
DB01075," Unisom Sleepgels Maximum Strength
"
DB01075," Vena
"
DB01075," Vicks Formula 44
"
DB01075,"2-diphenylmethoxy-N.N-demthylethanamine
"
DB01075," Diphenylhydramine
"
DB01075," O-benzhydryldimethylaminoethanol
"
DB01075," —©_-dimethylaminoethyl benzhydryl ether
"
DB06439,"Tyloxapol
"
DB06439,"Alevaire
"
DB06439," SuperVent
"
DB06439,"Macrocyclon
"
DB00788,"Naproxen
"
DB00788,"Aleve
"
DB00788," Anaprox
"
DB00788," Bonyl
"
DB00788," Diocodal
"
DB00788," DL Naproxen
"
DB00788," DL-Naproxen
"
DB00788," Dysmenalgit
"
DB00788," Ec-naprosyn
"
DB00788," Equiproxen
"
DB00788," Floginax
"
DB00788," Laraflex
"
DB00788," Laser
"
DB00788," Mnpa
"
DB00788," Naixan
"
DB00788," Naprelan
"
DB00788," Napren
"
DB00788," Naprium
"
DB00788," Naprius
"
DB00788," Naprosine
"
DB00788," Naprosyn
"
DB00788," Naprosyne
"
DB00788," Naproxen Sodium
"
DB00788," Naprux
"
DB00788," Naxen
"
DB00788," Naxyn
"
DB00788," Niaxan
"
DB00788," Nycopren
"
DB00788," Panoxen
"
DB00788," Pranoxen
"
DB00788," Prexan
"
DB00788," Proxen
"
DB00788," Proxine
"
DB00788," Reuxen
"
DB00788," Veradol
"
DB00788," Xenar
"
DB00252,"Phenytoin
"
DB00252,"Aleviatin
"
DB00252," Antisacer
"
DB00252," Auranile
"
DB00252," Causoin
"
DB00252," Citrullamon
"
DB00252," Citrulliamon
"
DB00252," Comital
"
DB00252," Comitoina
"
DB00252," Convul
"
DB00252," Danten
"
DB00252," Dantinal
"
DB00252," Dantoinal
"
DB00252," Dantoinal klinos
"
DB00252," Dantoine
"
DB00252," Denyl
"
DB00252," Di-Hydan
"
DB00252," Di-Lan
"
DB00252," Di-Phetine
"
DB00252," Didan TDC 250
"
DB00252," Difenilhidantoina
"
DB00252," Difenin
"
DB00252," Difetoin
"
DB00252," Difhydan
"
DB00252," Dihycon
"
DB00252," Dilabid
"
DB00252," Dilantin
"
DB00252," Dilantin acid
"
DB00252," Dilantin-125
"
DB00252," Dilantine
"
DB00252," Dillantin
"
DB00252," Dintoin
"
DB00252," Dintoina
"
DB00252," Diphantoin
"
DB00252," Diphedal
"
DB00252," Diphedan
"
DB00252," Diphenat
"
DB00252," Diphenin
"
DB00252," Diphenine
"
DB00252," Diphentoin
"
DB00252," Diphentyn
"
DB00252," Diphenylan
"
DB00252," Ditoinate
"
DB00252," Ekko
"
